0.9085943775100401;0.9095983935742972;Start
0.8122489959839357;0.9337349397590361;Property
0.7259036144578314;0.9136546184738956;Chance
0.643574297188755;0.9337349397590361;Property
0.5612449799196787;0.9246987951807228;Tax
0.4819277108433735;0.9196787148594378;Train
0.4006024096385542;0.9307228915662651;Property
0.31626506024096385;0.927710843373494;Chance
0.23393574297188754;0.927710843373494;Property
0.15963855421686746;0.9236947791164659;Property
0.05112449799196787;0.9036144578313253;Jail
0.025100401606425703;0.8142570281124498;Property
0.029116465863453816;0.7289156626506024;Utility
0.024096385542168676;0.6445783132530121;Property
0.02710843373493976;0.5632530120481928;Property
0.03413654618473896;0.4839357429718876;Train
0.028112449799196786;0.39959839357429716;Property
0.03112449799196787;0.3142570281124498;Chest
0.02710843373493976;0.23493975903614459;Property
0.030120481927710843;0.15160642570281124;Property
0.040120481927710843;0.040120481927710843;Free
0.1536144578313253;0.028112449799196786;Property
0.2359437751004016;0.040160642570281124;Chance
0.31626506024096385;0.035140562248995984;Property
0.39759036144578314;0.03413654618473896;Property
0.4789156626506024;0.03413654618473896;Train
0.5632530120481928;0.030120481927710843;Property
0.642570281124498;0.0321285140562249;Property
0.7259036144578314;0.03614457831325301;Utility
0.8062248995983936;0.029116465863453816;Property
0.9036144578313253;0.03614457831325301;Gojail
0.9267068273092369;0.15261044176706828;Property
0.9236947791164659;0.23493975903614459;Property
0.9166064257028112;0.3212449799196787;Chest
0.9246987951807228;0.39558232931726905;Property
0.9156626506024096;0.47690763052208834;Train
0.9086345381526104;0.5612449799196787;Chance
0.9246987951807228;0.6465863453815262;Property
0.9086345381526104;0.7208835341365462;Tax
0.9236947791164659;0.8072289156626506;Property
